fork_direction	fork_iz	fork_chrom	fork_tz	fork_start	fork_end	fork_pred
centromeric	2375000	chr12	1925000	1925000	2375000	0.9865456819534302
telomeric	2375000	chr12	3975000	2375000	3975000	1
centromeric	4325000	chr12	3975000	3975000	4325000	1
telomeric	4325000	chr12	4575000	4325000	4575000	1
centromeric	4875000	chr12	4575000	4575000	4875000	1
telomeric	4875000	chr12	6200000	4875000	6200000	0.9999997615814209
centromeric	6625000	chr12	6200000	6200000	6625000	0.9999997615814209
telomeric	6625000	chr12	7150000	6625000	7150000	0.9593552350997925
centromeric	7525000	chr12	7150000	7150000	7525000	0.9593552350997925
telomeric	7525000	chr12	7625000	7525000	7625000	0.8645398020744324
centromeric	8925000	chr12	7625000	7625000	8925000	0.8645398020744324
telomeric	8925000	chr12	10025000	8925000	10025000	0.8898165822029114
centromeric	11225000	chr12	10025000	10025000	11225000	0.8898165822029114
telomeric	11225000	chr12	11750000	11225000	11750000	1
centromeric	12225000	chr12	11750000	11750000	12225000	1
telomeric	12225000	chr12	12450000	12225000	12450000	1
centromeric	12825000	chr12	12450000	12450000	12825000	1
telomeric	12825000	chr12	15300000	12825000	15300000	0.9999997615814209
centromeric	15425000	chr12	15300000	15300000	15425000	0.9999997615814209
telomeric	15425000	chr12	15650000	15425000	15650000	0.9999926090240479
centromeric	16875000	chr12	15650000	15650000	16875000	0.9999926090240479
telomeric	16875000	chr12	17125000	16875000	17125000	1
centromeric	17475000	chr12	17125000	17125000	17475000	1
telomeric	17475000	chr12	18050000	17475000	18050000	0.99754399061203
centromeric	18175000	chr12	18050000	18050000	18175000	0.99754399061203
telomeric	18175000	chr12	18400000	18175000	18400000	0.9999743700027466
centromeric	18525000	chr12	18400000	18400000	18525000	0.9999743700027466
telomeric	18525000	chr12	18850000	18525000	18850000	1
centromeric	19525000	chr12	18850000	18850000	19525000	1
telomeric	19525000	chr12	19700000	19525000	19700000	1
centromeric	19925000	chr12	19700000	19700000	19925000	1
telomeric	19925000	chr12	20025000	19925000	20025000	0.9281100034713745
centromeric	20225000	chr12	20025000	20025000	20225000	0.9281100034713745
telomeric	20225000	chr12	20350000	20225000	20350000	0.9999983310699463
centromeric	20525000	chr12	20350000	20350000	20525000	0.9999983310699463
telomeric	20525000	chr12	20800000	20525000	20800000	1
centromeric	21375000	chr12	20800000	20800000	21375000	1
telomeric	21375000	chr12	22375000	21375000	22375000	1
centromeric	22625000	chr12	22375000	22375000	22625000	1
telomeric	22625000	chr12	22750000	22625000	22750000	0.999998927116394
centromeric	22975000	chr12	22750000	22750000	22975000	0.999998927116394
telomeric	22975000	chr12	23150000	22975000	23150000	1
centromeric	23275000	chr12	23150000	23150000	23275000	1
telomeric	23275000	chr12	23475000	23275000	23475000	1
centromeric	24675000	chr12	23475000	23475000	24675000	1
telomeric	24675000	chr12	25800000	24675000	25800000	1
centromeric	26375000	chr12	25800000	25800000	26375000	1
telomeric	26375000	chr12	26800000	26375000	26800000	1
centromeric	27075000	chr12	26800000	26800000	27075000	1
telomeric	27075000	chr12	27800000	27075000	27800000	1
centromeric	28675000	chr12	27800000	27800000	28675000	1
telomeric	28675000	chr12	29600000	28675000	29600000	1
centromeric	30025000	chr12	29600000	29600000	30025000	1
telomeric	30025000	chr12	30525000	30025000	30525000	0.9896655678749084
centromeric	31775000	chr12	30525000	30525000	31775000	0.9896655678749084
telomeric	31775000	chr12	32450000	31775000	32450000	1
centromeric	32925000	chr12	32450000	32450000	32925000	1
telomeric	32925000	chr12	33050000	32925000	33050000	0.9998811483383179
centromeric	33425000	chr12	33050000	33050000	33425000	0.9998811483383179
telomeric	33425000	chr12	34400000	33425000	34400000	0.9999998807907104
centromeric	35075000	chr12	34400000	34400000	35075000	0.9999998807907104
telomeric	35075000	chr12	35275000	35075000	35275000	1
centromeric	36075000	chr12	35275000	35275000	36075000	1
telomeric	36075000	chr12	36950000	36075000	36950000	1
centromeric	37125000	chr12	36950000	36950000	37125000	1
telomeric	37125000	chr12	37500000	37125000	37500000	0.9999881982803345
centromeric	38725000	chr12	37500000	37500000	38725000	0.9999881982803345
telomeric	38725000	chr12	39300000	38725000	39300000	1
centromeric	40275000	chr12	39300000	39300000	40275000	1
telomeric	40275000	chr12	40650000	40275000	40650000	1
centromeric	40975000	chr12	40650000	40650000	40975000	1
telomeric	40975000	chr12	41350000	40975000	41350000	0.9999997615814209
centromeric	41675000	chr12	41350000	41350000	41675000	0.9999997615814209
telomeric	41675000	chr12	42600000	41675000	42600000	1
centromeric	43075000	chr12	42600000	42600000	43075000	1
telomeric	43075000	chr12	43700000	43075000	43700000	1
centromeric	44275000	chr12	43700000	43700000	44275000	1
telomeric	44275000	chr12	44850000	44275000	44850000	1
centromeric	45075000	chr12	44850000	44850000	45075000	1
telomeric	45075000	chr12	45250000	45075000	45250000	0.9966505169868469
centromeric	45625000	chr12	45250000	45250000	45625000	0.9966505169868469
telomeric	45625000	chr12	46300000	45625000	46300000	0.9999994039535522
centromeric	46775000	chr12	46300000	46300000	46775000	0.9999994039535522
telomeric	46775000	chr12	50000000	46775000	50000000	0.9993371367454529
centromeric	51725000	chr12	50000000	50000000	51725000	0.9993371367454529
telomeric	51725000	chr12	52300000	51725000	52300000	1
centromeric	52575000	chr12	52300000	52300000	52575000	1
telomeric	52575000	chr12	53350000	52575000	53350000	1
centromeric	53475000	chr12	53350000	53350000	53475000	1
telomeric	53475000	chr12	53650000	53475000	53650000	1
centromeric	54225000	chr12	53650000	53650000	54225000	1
telomeric	54225000	chr12	54375000	54225000	54375000	0.9999964237213135
centromeric	54775000	chr12	54375000	54375000	54775000	0.9999964237213135
telomeric	54775000	chr12	55000000	54775000	55000000	1
centromeric	55275000	chr12	55000000	55000000	55275000	1
telomeric	55275000	chr12	55725000	55275000	55725000	0.9953432083129883
centromeric	55825000	chr12	55725000	55725000	55825000	0.9953432083129883
telomeric	55825000	chr12	56175000	55825000	56175000	1
centromeric	56325000	chr12	56175000	56175000	56325000	1
telomeric	56325000	chr12	56800000	56325000	56800000	1
centromeric	57225000	chr12	56800000	56800000	57225000	1
telomeric	57225000	chr12	57350000	57225000	57350000	0.9999996423721313
centromeric	57475000	chr12	57350000	57350000	57475000	0.9999996423721313
telomeric	57475000	chr12	58050000	57475000	58050000	1
centromeric	59075000	chr12	58050000	58050000	59075000	1
telomeric	59075000	chr12	62100000	59075000	62100000	0.9933468103408813
centromeric	63025000	chr12	62100000	62100000	63025000	0.9933468103408813
telomeric	63025000	chr12	63650000	63025000	63650000	1
centromeric	64025000	chr12	63650000	63650000	64025000	1
telomeric	64025000	chr12	64350000	64025000	64350000	1
centromeric	65075000	chr12	64350000	64350000	65075000	1
telomeric	65075000	chr12	65900000	65075000	65900000	1
centromeric	66175000	chr12	65900000	65900000	66175000	1
telomeric	66175000	chr12	67150000	66175000	67150000	0.9774283766746521
centromeric	68175000	chr12	67150000	67150000	68175000	0.9774283766746521
telomeric	68175000	chr12	68300000	68175000	68300000	1
centromeric	69175000	chr12	68300000	68300000	69175000	1
telomeric	69175000	chr12	69500000	69175000	69500000	1
centromeric	69675000	chr12	69500000	69500000	69675000	1
telomeric	69675000	chr12	70400000	69675000	70400000	1
centromeric	71075000	chr12	70400000	70400000	71075000	1
telomeric	71075000	chr12	71600000	71075000	71600000	1
centromeric	72025000	chr12	71600000	71600000	72025000	1
telomeric	72025000	chr12	72350000	72025000	72350000	1
centromeric	72725000	chr12	72350000	72350000	72725000	1
telomeric	72725000	chr12	72900000	72725000	72900000	1
centromeric	73075000	chr12	72900000	72900000	73075000	1
telomeric	73075000	chr12	73700000	73075000	73700000	1
centromeric	73925000	chr12	73700000	73700000	73925000	1
telomeric	73925000	chr12	74750000	73925000	74750000	1
centromeric	75625000	chr12	74750000	74750000	75625000	1
telomeric	75625000	chr12	75950000	75625000	75950000	1
centromeric	76375000	chr12	75950000	75950000	76375000	1
telomeric	76375000	chr12	76650000	76375000	76650000	1
centromeric	76925000	chr12	76650000	76650000	76925000	1
telomeric	76925000	chr12	77425000	76925000	77425000	0.9932570457458496
centromeric	77525000	chr12	77425000	77425000	77525000	0.9932570457458496
telomeric	77525000	chr12	77800000	77525000	77800000	1
centromeric	78225000	chr12	77800000	77800000	78225000	1
telomeric	78225000	chr12	78350000	78225000	78350000	0.9999997615814209
centromeric	79025000	chr12	78350000	78350000	79025000	0.9999997615814209
telomeric	79025000	chr12	79550000	79025000	79550000	1
centromeric	79775000	chr12	79550000	79550000	79775000	1
telomeric	79775000	chr12	79900000	79775000	79900000	0.9999955892562866
centromeric	80275000	chr12	79900000	79900000	80275000	0.9999955892562866
telomeric	80275000	chr12	80450000	80275000	80450000	0.9999991655349731
centromeric	80625000	chr12	80450000	80450000	80625000	0.9999991655349731
telomeric	80625000	chr12	80850000	80625000	80850000	0.9999977350234985
centromeric	80975000	chr12	80850000	80850000	80975000	0.9999977350234985
telomeric	80975000	chr12	81300000	80975000	81300000	1
centromeric	81775000	chr12	81300000	81300000	81775000	1
telomeric	81775000	chr12	82000000	81775000	82000000	1
centromeric	82175000	chr12	82000000	82000000	82175000	1
telomeric	82175000	chr12	82325000	82175000	82325000	1
centromeric	82425000	chr12	82325000	82325000	82425000	1
telomeric	82425000	chr12	82900000	82425000	82900000	1
centromeric	83625000	chr12	82900000	82900000	83625000	1
telomeric	83625000	chr12	83950000	83625000	83950000	1
centromeric	84325000	chr12	83950000	83950000	84325000	1
telomeric	84325000	chr12	84750000	84325000	84750000	1
centromeric	85025000	chr12	84750000	84750000	85025000	1
telomeric	85025000	chr12	85175000	85025000	85175000	1
centromeric	85325000	chr12	85175000	85175000	85325000	1
telomeric	85325000	chr12	85575000	85325000	85575000	1
centromeric	85775000	chr12	85575000	85575000	85775000	1
telomeric	85775000	chr12	86075000	85775000	86075000	1
centromeric	86875000	chr12	86075000	86075000	86875000	1
telomeric	86875000	chr12	87075000	86875000	87075000	1
centromeric	87375000	chr12	87075000	87075000	87375000	1
telomeric	87375000	chr12	89325000	87375000	89325000	0.9256707429885864
centromeric	89425000	chr12	89325000	89325000	89425000	0.9256707429885864
telomeric	89425000	chr12	90000000	89425000	90000000	1
centromeric	90975000	chr12	90000000	90000000	90975000	1
telomeric	90975000	chr12	91125000	90975000	91125000	0.9999997615814209
centromeric	91625000	chr12	91125000	91125000	91625000	0.9999997615814209
telomeric	91625000	chr12	92850000	91625000	92850000	0.9997307658195496
centromeric	95725000	chr12	92850000	92850000	95725000	0.9997307658195496
telomeric	95725000	chr12	97550000	95725000	97550000	0.870247483253479
centromeric	98725000	chr12	97550000	97550000	98725000	0.870247483253479
telomeric	98725000	chr12	99100000	98725000	99100000	1
centromeric	99225000	chr12	99100000	99100000	99225000	1
telomeric	99225000	chr12	99325000	99225000	99325000	0.8704375624656677
centromeric	99425000	chr12	99325000	99325000	99425000	0.8704375624656677
telomeric	99425000	chr12	99750000	99425000	99750000	1
centromeric	100175000	chr12	99750000	99750000	100175000	1
telomeric	100175000	chr12	100350000	100175000	100350000	1
centromeric	100525000	chr12	100350000	100350000	100525000	1
telomeric	100525000	chr12	100750000	100525000	100750000	1
centromeric	101025000	chr12	100750000	100750000	101025000	1
telomeric	101025000	chr12	101350000	101025000	101350000	0.9999963045120239
centromeric	101475000	chr12	101350000	101350000	101475000	0.9999963045120239
telomeric	101475000	chr12	101575000	101475000	101575000	0.9973751306533813
centromeric	101925000	chr12	101575000	101575000	101925000	0.9973751306533813
telomeric	101925000	chr12	102150000	101925000	102150000	0.9999496936798096
centromeric	102725000	chr12	102150000	102150000	102725000	0.9999496936798096
telomeric	102725000	chr12	103175000	102725000	103175000	0.9943483471870422
centromeric	103375000	chr12	103175000	103175000	103375000	0.9943483471870422
telomeric	103375000	chr12	103825000	103375000	103825000	1
centromeric	104775000	chr12	103825000	103825000	104775000	1
telomeric	104775000	chr12	104875000	104775000	104875000	0.9999809265136719
centromeric	105075000	chr12	104875000	104875000	105075000	0.9999809265136719
telomeric	105075000	chr12	105375000	105075000	105375000	1
centromeric	105725000	chr12	105375000	105375000	105725000	1
telomeric	105725000	chr12	106900000	105725000	106900000	1
centromeric	107275000	chr12	106900000	106900000	107275000	1
telomeric	107275000	chr12	107450000	107275000	107450000	1
centromeric	108275000	chr12	107450000	107450000	108275000	1
telomeric	108275000	chr12	108450000	108275000	108450000	1
centromeric	108775000	chr12	108450000	108450000	108775000	1
telomeric	108775000	chr12	109200000	108775000	109200000	0.9999992847442627
centromeric	109525000	chr12	109200000	109200000	109525000	0.9999992847442627
telomeric	109525000	chr12	110075000	109525000	110075000	1
centromeric	110675000	chr12	110075000	110075000	110675000	1
telomeric	110675000	chr12	111300000	110675000	111300000	1
centromeric	111675000	chr12	111300000	111300000	111675000	1
telomeric	111675000	chr12	112300000	111675000	112300000	1
centromeric	112575000	chr12	112300000	112300000	112575000	1
telomeric	112575000	chr12	112750000	112575000	112750000	1
centromeric	113075000	chr12	112750000	112750000	113075000	1
telomeric	113075000	chr12	113700000	113075000	113700000	1
centromeric	114125000	chr12	113700000	113700000	114125000	1
telomeric	114125000	chr12	114775000	114125000	114775000	0.9998005032539368
centromeric	114925000	chr12	114775000	114775000	114925000	0.9998005032539368
telomeric	114925000	chr12	115150000	114925000	115150000	0.9999998807907104
centromeric	115425000	chr12	115150000	115150000	115425000	0.9999998807907104
telomeric	115425000	chr12	115650000	115425000	115650000	0.9999998807907104
centromeric	116375000	chr12	115650000	115650000	116375000	0.9999998807907104
telomeric	116375000	chr12	116900000	116375000	116900000	1
centromeric	117575000	chr12	116900000	116900000	117575000	1
telomeric	117575000	chr12	118200000	117575000	118200000	1
centromeric	118675000	chr12	118200000	118200000	118675000	1
telomeric	118675000	chr12	119250000	118675000	119250000	1
centromeric	119625000	chr12	119250000	119250000	119625000	1
telomeric	119625000	chr12	119750000	119625000	119750000	1
centromeric	120100000	chr12	119750000	119750000	120100000	1
telomeric	120100000	chr12	121300000	120100000	121300000	1
centromeric	121400000	chr12	121300000	121300000	121400000	1
centromeric	575000	chr13	475000	475000	575000	0.9995914101600647
telomeric	1300001	chr13	475000	475000	1300001	0.9995914101600647
telomeric	575000	chr13	750000	575000	750000	0.9999997615814209
centromeric	1025000	chr13	750000	750000	1025000	0.9999997615814209
telomeric	1025000	chr13	1825000	1025000	1825000	0.9999432563781738
centromeric	2275000	chr13	1825000	1825000	2275000	0.9999432563781738
telomeric	2275000	chr13	3050000	2275000	3050000	1
centromeric	3775000	chr13	3050000	3050000	3775000	1
telomeric	3775000	chr13	4500000	3775000	4500000	1
centromeric	4775000	chr13	4500000	4500000	4775000	1
telomeric	4775000	chr13	5150000	4775000	5150000	1
centromeric	5875000	chr13	5150000	5150000	5875000	1
telomeric	5875000	chr13	6200000	5875000	6200000	1
centromeric	6675000	chr13	6200000	6200000	6675000	1
telomeric	6675000	chr13	7800000	6675000	7800000	0.9999997615814209
centromeric	9025000	chr13	7800000	7800000	9025000	0.9999997615814209
telomeric	9025000	chr13	9125000	9025000	9125000	0.9870346188545227
centromeric	9275000	chr13	9125000	9125000	9275000	0.9870346188545227
telomeric	9275000	chr13	9550000	9275000	9550000	0.9999349117279053
centromeric	9725000	chr13	9550000	9550000	9725000	0.9999349117279053
telomeric	9725000	chr13	10500000	9725000	10500000	1
centromeric	10975000	chr13	10500000	10500000	10975000	1
telomeric	10975000	chr13	11250000	10975000	11250000	1
centromeric	12275000	chr13	11250000	11250000	12275000	1
telomeric	12275000	chr13	13000000	12275000	13000000	0.9994494318962097
centromeric	13475000	chr13	13000000	13000000	13475000	0.9994494318962097
telomeric	13475000	chr13	13650000	13475000	13650000	1
centromeric	14075000	chr13	13650000	13650000	14075000	1
telomeric	14075000	chr13	15050000	14075000	15050000	1
centromeric	15425000	chr13	15050000	15050000	15425000	1
telomeric	15425000	chr13	16300000	15425000	16300000	1
centromeric	16725000	chr13	16300000	16300000	16725000	1
telomeric	16725000	chr13	17150000	16725000	17150000	1
centromeric	17875000	chr13	17150000	17150000	17875000	1
telomeric	17875000	chr13	18300000	17875000	18300000	0.9979190230369568
centromeric	18925000	chr13	18300000	18300000	18925000	0.9979190230369568
telomeric	18925000	chr13	19150000	18925000	19150000	0.9999839067459106
centromeric	19425000	chr13	19150000	19150000	19425000	0.9999839067459106
telomeric	19425000	chr13	19750000	19425000	19750000	1
centromeric	20025000	chr13	19750000	19750000	20025000	1
telomeric	20025000	chr13	20450000	20025000	20450000	0.9999991655349731
centromeric	21225000	chr13	20450000	20450000	21225000	0.9999991655349731
telomeric	21225000	chr13	22475000	21225000	22475000	1
centromeric	22775000	chr13	22475000	22475000	22775000	1
telomeric	22775000	chr13	22950000	22775000	22950000	0.9999997615814209
centromeric	23475000	chr13	22950000	22950000	23475000	0.9999997615814209
telomeric	23475000	chr13	23800000	23475000	23800000	1
centromeric	24825000	chr13	23800000	23800000	24825000	1
telomeric	24825000	chr13	25850000	24825000	25850000	1
centromeric	29325000	chr13	25850000	25850000	29325000	1
telomeric	29325000	chr13	29600000	29325000	29600000	1
centromeric	30025000	chr13	29600000	29600000	30025000	1
telomeric	30025000	chr13	30600000	30025000	30600000	1
centromeric	31775000	chr13	30600000	30600000	31775000	1
telomeric	31775000	chr13	32175000	31775000	32175000	1
centromeric	32375000	chr13	32175000	32175000	32375000	1
telomeric	32375000	chr13	32600000	32375000	32600000	0.9999983310699463
centromeric	32875000	chr13	32600000	32600000	32875000	0.9999983310699463
telomeric	32875000	chr13	33300000	32875000	33300000	1
centromeric	34125000	chr13	33300000	33300000	34125000	1
telomeric	34125000	chr13	34650000	34125000	34650000	1
centromeric	34925000	chr13	34650000	34650000	34925000	1
telomeric	34925000	chr13	35300000	34925000	35300000	1
centromeric	36075000	chr13	35300000	35300000	36075000	1
telomeric	36075000	chr13	37000000	36075000	37000000	1
centromeric	37475000	chr13	37000000	37000000	37475000	1
telomeric	37475000	chr13	37600000	37475000	37600000	1
centromeric	38025000	chr13	37600000	37600000	38025000	1
telomeric	38025000	chr13	38350000	38025000	38350000	1
centromeric	38675000	chr13	38350000	38350000	38675000	1
telomeric	38675000	chr13	39250000	38675000	39250000	1
centromeric	39525000	chr13	39250000	39250000	39525000	1
telomeric	39525000	chr13	39750000	39525000	39750000	0.999692440032959
centromeric	39925000	chr13	39750000	39750000	39925000	0.999692440032959
telomeric	39925000	chr13	40200000	39925000	40200000	1
centromeric	40925000	chr13	40200000	40200000	40925000	1
telomeric	40925000	chr13	41475000	40925000	41475000	1
centromeric	41575000	chr13	41475000	41475000	41575000	1
telomeric	41575000	chr13	41875000	41575000	41875000	1
centromeric	42025000	chr13	41875000	41875000	42025000	1
telomeric	42025000	chr13	42600000	42025000	42600000	1
centromeric	43275000	chr13	42600000	42600000	43275000	1
telomeric	43275000	chr13	44000000	43275000	44000000	1
centromeric	44725000	chr13	44000000	44000000	44725000	1
telomeric	44725000	chr13	45250000	44725000	45250000	1
centromeric	45975000	chr13	45250000	45250000	45975000	1
telomeric	45975000	chr13	46300000	45975000	46300000	1
centromeric	46775000	chr13	46300000	46300000	46775000	1
telomeric	46775000	chr13	46950000	46775000	46950000	0.9999587535858154
centromeric	47075000	chr13	46950000	46950000	47075000	0.9999587535858154
telomeric	47075000	chr13	47650000	47075000	47650000	1
centromeric	48225000	chr13	47650000	47650000	48225000	1
telomeric	48225000	chr13	48350000	48225000	48350000	1
centromeric	48575000	chr13	48350000	48350000	48575000	1
telomeric	48575000	chr13	48675000	48575000	48675000	1
centromeric	48975000	chr13	48675000	48675000	48975000	1
telomeric	48975000	chr13	49200000	48975000	49200000	0.9999998807907104
centromeric	49425000	chr13	49200000	49200000	49425000	0.9999998807907104
telomeric	49425000	chr13	50250000	49425000	50250000	1
centromeric	51075000	chr13	50250000	50250000	51075000	1
telomeric	51075000	chr13	51400000	51075000	51400000	1
centromeric	51725000	chr13	51400000	51400000	51725000	1
telomeric	51725000	chr13	52125000	51725000	52125000	1
centromeric	52225000	chr13	52125000	52125000	52225000	1
telomeric	52200000	chr13	52300000	52200000	52300000	0.9999986886978149
centromeric	52575000	chr13	52300000	52300000	52575000	0.9999986886978149
telomeric	52575000	chr13	52750000	52575000	52750000	1
centromeric	53225000	chr13	52750000	52750000	53225000	1
telomeric	53225000	chr13	53800000	53225000	53800000	1
centromeric	54625000	chr13	53800000	53800000	54625000	1
telomeric	54625000	chr13	54900000	54625000	54900000	1
centromeric	55225000	chr13	54900000	54900000	55225000	1
telomeric	55225000	chr13	55475000	55225000	55475000	0.931681752204895
centromeric	55625000	chr13	55475000	55475000	55625000	0.931681752204895
telomeric	55625000	chr13	55950000	55625000	55950000	1
centromeric	56125000	chr13	55950000	55950000	56125000	1
telomeric	56125000	chr13	56650000	56125000	56650000	0.8440195918083191
centromeric	58225000	chr13	56650000	56650000	58225000	0.8440195918083191
telomeric	58225000	chr13	58775000	58225000	58775000	1
centromeric	58925000	chr13	58775000	58775000	58925000	1
telomeric	58925000	chr13	59150000	58925000	59150000	1
centromeric	59675000	chr13	59150000	59150000	59675000	1
telomeric	59675000	chr13	61100000	59675000	61100000	1
centromeric	61775000	chr13	61100000	61100000	61775000	1
telomeric	61775000	chr13	61950000	61775000	61950000	1
centromeric	62125000	chr13	61950000	61950000	62125000	1
telomeric	62125000	chr13	63050000	62125000	63050000	1
centromeric	63325000	chr13	63050000	63050000	63325000	1
telomeric	63325000	chr13	63650000	63325000	63650000	1
centromeric	64175000	chr13	63650000	63650000	64175000	1
telomeric	64175000	chr13	64750000	64175000	64750000	1
centromeric	66825000	chr13	64750000	64750000	66825000	1
telomeric	66825000	chr13	67150000	66825000	67150000	1
centromeric	67425000	chr13	67150000	67150000	67425000	1
telomeric	67425000	chr13	67675000	67425000	67675000	0.9997661709785461
centromeric	67775000	chr13	67675000	67675000	67775000	0.9997661709785461
telomeric	67775000	chr13	68150000	67775000	68150000	0.999993085861206
centromeric	68475000	chr13	68150000	68150000	68475000	0.999993085861206
telomeric	68475000	chr13	69000000	68475000	69000000	1
centromeric	69575000	chr13	69000000	69000000	69575000	1
telomeric	69575000	chr13	70400000	69575000	70400000	1
centromeric	70625000	chr13	70400000	70400000	70625000	1
telomeric	70625000	chr13	71300000	70625000	71300000	1
centromeric	71525000	chr13	71300000	71300000	71525000	1
telomeric	71525000	chr13	71850000	71525000	71850000	1
centromeric	73425000	chr13	71850000	71850000	73425000	1
telomeric	73425000	chr13	73625000	73425000	73625000	1
centromeric	73775000	chr13	73625000	73625000	73775000	1
telomeric	73775000	chr13	74050000	73775000	74050000	1
centromeric	74475000	chr13	74050000	74050000	74475000	1
telomeric	74475000	chr13	75250000	74475000	75250000	1
centromeric	75775000	chr13	75250000	75250000	75775000	1
telomeric	75775000	chr13	76750000	75775000	76750000	1
centromeric	77075000	chr13	76750000	76750000	77075000	1
telomeric	77075000	chr13	77300000	77075000	77300000	0.9999996423721313
centromeric	77675000	chr13	77300000	77300000	77675000	0.9999996423721313
telomeric	77675000	chr13	77875000	77675000	77875000	1
centromeric	78175000	chr13	77875000	77875000	78175000	1
telomeric	78175000	chr13	80200000	78175000	80200000	0.9999998807907104
centromeric	80925000	chr13	80200000	80200000	80925000	0.9999998807907104
telomeric	80925000	chr13	81200000	80925000	81200000	1
centromeric	81675000	chr13	81200000	81200000	81675000	1
telomeric	81675000	chr13	82300000	81675000	82300000	1
centromeric	82625000	chr13	82300000	82300000	82625000	1
telomeric	82625000	chr13	83200000	82625000	83200000	0.9999960660934448
centromeric	83725000	chr13	83200000	83200000	83725000	0.9999960660934448
telomeric	83725000	chr13	83875000	83725000	83875000	1
centromeric	84275000	chr13	83875000	83875000	84275000	1
telomeric	84275000	chr13	84700000	84275000	84700000	1
centromeric	85225000	chr13	84700000	84700000	85225000	1
telomeric	85225000	chr13	85700000	85225000	85700000	1
centromeric	87025000	chr13	85700000	85700000	87025000	1
telomeric	87025000	chr13	88000000	87025000	88000000	0.9999901056289673
centromeric	88725000	chr13	88000000	88000000	88725000	0.9999901056289673
telomeric	88725000	chr13	89125000	88725000	89125000	1
centromeric	89775000	chr13	89125000	89125000	89775000	1
telomeric	89775000	chr13	90500000	89775000	90500000	1
centromeric	90925000	chr13	90500000	90500000	90925000	1
telomeric	90925000	chr13	91075000	90925000	91075000	1
centromeric	91225000	chr13	91075000	91075000	91225000	1
telomeric	91225000	chr13	91650000	91225000	91650000	1
centromeric	91775000	chr13	91650000	91650000	91775000	1
telomeric	91775000	chr13	91875000	91775000	91875000	0.9999619722366333
centromeric	92425000	chr13	91875000	91875000	92425000	0.9999619722366333
telomeric	92425000	chr13	92900000	92425000	92900000	1
centromeric	94375000	chr13	92900000	92900000	94375000	1
telomeric	94375000	chr13	94600000	94375000	94600000	1
centromeric	94875000	chr13	94600000	94600000	94875000	1
telomeric	94875000	chr13	95200000	94875000	95200000	1
centromeric	95575000	chr13	95200000	95200000	95575000	1
telomeric	95575000	chr13	95825000	95575000	95825000	1
centromeric	96675000	chr13	95825000	95825000	96675000	1
telomeric	96675000	chr13	96850000	96675000	96850000	1
centromeric	97175000	chr13	96850000	96850000	97175000	1
telomeric	97175000	chr13	98050000	97175000	98050000	1
centromeric	98825000	chr13	98050000	98050000	98825000	1
telomeric	98825000	chr13	99275000	98825000	99275000	1
centromeric	99425000	chr13	99275000	99275000	99425000	1
telomeric	99425000	chr13	99750000	99425000	99750000	1
centromeric	99975000	chr13	99750000	99750000	99975000	1
telomeric	99975000	chr13	100250000	99975000	100250000	1
centromeric	100725000	chr13	100250000	100250000	100725000	1
telomeric	100725000	chr13	101450000	100725000	101450000	1
centromeric	101775000	chr13	101450000	101450000	101775000	1
telomeric	101775000	chr13	102200000	101775000	102200000	1
centromeric	103775000	chr13	102200000	102200000	103775000	1
telomeric	103775000	chr13	103875000	103775000	103875000	1
centromeric	104075000	chr13	103875000	103875000	104075000	1
telomeric	104075000	chr13	104450000	104075000	104450000	1
centromeric	104925000	chr13	104450000	104450000	104925000	1
telomeric	104925000	chr13	105575000	104925000	105575000	0.9926345944404602
centromeric	105975000	chr13	105575000	105575000	105975000	0.9926345944404602
telomeric	105975000	chr13	106200000	105975000	106200000	0.9999946355819702
centromeric	106925000	chr13	106200000	106200000	106925000	0.9999946355819702
telomeric	106925000	chr13	107375000	106925000	107375000	1
centromeric	107725000	chr13	107375000	107375000	107725000	1
telomeric	107725000	chr13	107825000	107725000	107825000	1
centromeric	108225000	chr13	107825000	107825000	108225000	1
telomeric	108225000	chr13	108800000	108225000	108800000	1
centromeric	109675000	chr13	108800000	108800000	109675000	1
telomeric	109675000	chr13	110750000	109675000	110750000	1
centromeric	111525000	chr13	110750000	110750000	111525000	1
telomeric	111525000	chr13	112100000	111525000	112100000	1
centromeric	112425000	chr13	112100000	112100000	112425000	1
telomeric	112425000	chr13	112600000	112425000	112600000	1
centromeric	112775000	chr13	112600000	112600000	112775000	1
telomeric	112775000	chr13	113200000	112775000	113200000	1
centromeric	113725000	chr13	113200000	113200000	113725000	1
telomeric	113725000	chr13	113975000	113725000	113975000	0.9960693120956421
centromeric	114275000	chr13	113975000	113975000	114275000	0.9960693120956421
telomeric	114275000	chr13	116450000	114275000	116450000	0.7191936373710632
centromeric	117225000	chr13	116450000	116450000	117225000	0.7191936373710632
telomeric	117225000	chr13	117550000	117225000	117550000	0.5218382477760315
centromeric	118275000	chr13	117550000	117550000	118275000	0.5218382477760315
telomeric	118275000	chr13	118800000	118275000	118800000	1
centromeric	119575000	chr13	118800000	118800000	119575000	1
telomeric	119575000	chr13	119900000	119575000	119900000	0.9861570596694946
centromeric	120400000	chr13	119900000	119900000	120400000	0.9861570596694946
telomeric	120400000	chr13	121475000	120400000	121475000	1
centromeric	121575000	chr13	121475000	121475000	121575000	1
telomeric	1175001	chr14	1100000	1100000	1175001	1
centromeric	1425000	chr14	1100000	1100000	1425000	1
