collision_chrom	collision_iz_left	collision_iz_right	collision_tz
chr16	21225000	22025000	21350000
chr16	22025000	23075000	22675000
chr16	23075000	24375000	23800000
chr16	24375000	25025000	24700000
chr16	25025000	28925000	27950000
chr16	28925000	29675000	29200000
chr16	29675000	30125000	29850000
chr16	30125000	30575000	30350000
chr16	30575000	30975000	30800000
chr16	30975000	31325000	31100000
chr16	31325000	31975000	31625000
chr16	31975000	32325000	32150000
chr16	32325000	32925000	32825000
chr16	32900000	33325000	33000000
chr16	33325000	34625000	34450000
chr16	34625000	35125000	34750000
chr16	35125000	35975000	35225000
chr16	35975000	36675000	36400000
chr16	36675000	37625000	37300000
chr16	37625000	38475000	37800000
chr16	38475000	40625000	40100000
chr16	40625000	42225000	41775000
chr16	42225000	44175000	42325000
chr16	44175000	45275000	44900000
chr16	45275000	45725000	45550000
chr16	45725000	46475000	46175000
chr16	46475000	48575000	47300000
chr16	48575000	50175000	49400000
chr16	50175000	50475000	50300000
chr16	50475000	51975000	51400000
chr16	51975000	56025000	54850000
chr16	56025000	57375000	56600000
chr16	57375000	58425000	57950000
chr16	58425000	59575000	59050000
chr16	59575000	62825000	61750000
chr16	62825000	64875000	64000000
chr16	64875000	72625000	71700000
chr16	72625000	73025000	72850000
chr16	73025000	74125000	73700000
chr16	74125000	76275000	75200000
chr16	76275000	77025000	76675000
chr16	77025000	78575000	77600000
chr16	78575000	84775000	83750000
chr16	84775000	87475000	85975000
chr16	87475000	90175000	88500000
chr16	90175000	90925000	90600000
chr16	90925000	91625000	91150000
chr16	91625000	91875000	91750000
chr16	91875000	92425000	92250000
chr16	92425000	93825000	93025000
chr16	93825000	94525000	94200000
chr16	94525000	95725000	95250000
chr16	95725000	96075000	95825000
chr16	96075000	97225000	96650000
chr16	97225000	98200000	97450000
chr16	98200000	98450000	98350000
chr17	250001	1025000	925000
chr17	1025000	1825000	1725000
chr17	1825000	2325000	1925000
chr17	2325000	3125000	2775000
chr17	3125000	5025000	4300000
chr17	5025000	5275000	5150000
chr17	5275000	5775000	5575000
chr17	5775000	6525000	5900000
chr17	6525000	7175000	7050000
chr17	7175000	8325000	7825000
chr17	8325000	8975000	8875000
chr17	8975000	10375000	9100000
chr17	10375000	11475000	11200000
chr17	11475000	12125000	11575000
chr17	12125000	12975000	12550000
chr17	12975000	13675000	13350000
chr17	13675000	15025000	14050000
chr17	15025000	15525000	15275000
chr17	15525000	17175000	16250000
chr17	17175000	22375000	22200000
chr17	22375000	22725000	22550000
chr17	22725000	23625000	23175000
chr17	23625000	24175000	23875000
chr17	24175000	24675000	24325000
chr17	24675000	25175000	25000000
chr17	25175000	26125000	25500000
chr17	26125000	26525000	26350000
chr17	26525000	27025000	26825000
chr17	27025000	27825000	27400000
chr17	27825000	28325000	28100000
chr17	28325000	29075000	28725000
chr17	29075000	29475000	29275000
chr17	29475000	29975000	29875000
chr17	29975000	30625000	30300000
chr17	30625000	31575000	31000000
chr17	31575000	31775000	31675000
chr17	31775000	32275000	31950000
chr17	32275000	32875000	32600000
chr17	32875000	33875000	33300000
chr17	33875000	34575000	34375000
chr17	34575000	35075000	34750000
chr17	35075000	35525000	35350000
chr17	35525000	35875000	35700000
chr17	35875000	37025000	36500000
chr17	37025000	37975000	37600000
chr17	37975000	40475000	40375000
chr17	40475000	40925000	40600000
chr17	40925000	42925000	41800000
chr17	42925000	44775000	44400000
chr17	44775000	45575000	44950000
chr17	45575000	46225000	46025000
chr17	46225000	46775000	46450000
chr17	46775000	47675000	47200000
chr17	47675000	48975000	48850000
chr17	48975000	50025000	49600000
chr17	50025000	50475000	50250000
chr17	50475000	51175000	51050000
chr17	51175000	51825000	51500000
chr17	51825000	53525000	52300000
chr17	53525000	54725000	54475000
chr17	54725000	56275000	55050000
chr17	56275000	56825000	56450000
chr17	56825000	58875000	58250000
chr17	58875000	63075000	62275000
chr17	63075000	63825000	63300000
chr17	63825000	65925000	64050000
chr17	65925000	66475000	66200000
chr17	66475000	67725000	67100000
chr17	67725000	69325000	68500000
chr17	69325000	70825000	69925000
chr17	70825000	71475000	71175000
chr17	71475000	74475000	73700000
chr17	74475000	75525000	75300000
chr17	75525000	76475000	76200000
chr17	76475000	78875000	77550000
chr17	78875000	80225000	79525000
chr17	80225000	80775000	80400000
chr17	80775000	83675000	82750000
chr17	83675000	85125000	84800000
chr17	85125000	86125000	85800000
chr17	86125000	86725000	86350000
chr17	86725000	87475000	87100000
chr17	87475000	88075000	87800000
chr17	88075000	88375000	88225000
chr17	88375000	89925000	89500000
chr17	89925000	90375000	90250000
chr17	90375000	90825000	90550000
chr17	90825000	93475000	91950000
chr17	93475000	94325000	94050000
chr17	94325000	94950000	94450000
chr17	94950000	95600000	95500000
chr18	650001	1075000	700000
chr18	1075000	1975000	1700000
chr18	1975000	2375000	2125000
chr18	2375000	3425000	2975000
chr18	3425000	4375000	4000000
chr18	4375000	5125000	4700000
chr18	5125000	6225000	5525000
chr18	6225000	7675000	7100000
chr18	7675000	8425000	8325000
chr18	8425000	10075000	8800000
chr18	10075000	10625000	10350000
chr18	10625000	12125000	11300000
chr18	12125000	12925000	12375000
chr18	12925000	13675000	13450000
chr18	13675000	14725000	14100000
chr18	14725000	16025000	15700000
chr18	16025000	16475000	16225000
chr18	16475000	18025000	17200000
chr18	18025000	18925000	18375000
chr18	18925000	20925000	19675000
chr18	20925000	22275000	22000000
chr18	22275000	24075000	22800000
chr18	24075000	24675000	24400000
chr18	24675000	25475000	25200000
chr18	25475000	26525000	26200000
chr18	26525000	27525000	27100000
chr18	27525000	30325000	28200000
chr18	30325000	31775000	30950000
chr18	31775000	32125000	31975000
chr18	32125000	32875000	32675000
chr18	32875000	33975000	33150000
chr18	33975000	34325000	34225000
chr18	34325000	34825000	34475000
chr18	34825000	35825000	35350000
chr18	35825000	36575000	36425000
chr18	36575000	37825000	37250000
chr18	37825000	38375000	38150000
chr18	38375000	38975000	38725000
chr18	38975000	39375000	39225000
chr18	39375000	42275000	39850000
chr18	42275000	44425000	43650000
chr18	44425000	46625000	44550000
chr18	46625000	46925000	46750000
chr18	46925000	49975000	48750000
chr18	49975000	51925000	51500000
chr18	51925000	52475000	52150000
chr18	52475000	53225000	52700000
chr18	53225000	53825000	53600000
chr18	53825000	54825000	54500000
chr18	54825000	56675000	55650000
chr18	56675000	57375000	57175000
chr18	57375000	57875000	57550000
chr18	57875000	60775000	59350000
chr18	60775000	61625000	61350000
chr18	61625000	62675000	62350000
chr18	62675000	63075000	62975000
chr18	63075000	63725000	63300000
chr18	63725000	65575000	64150000
chr18	65575000	66475000	66250000
chr18	66475000	67325000	66750000
chr18	67325000	67675000	67550000
chr18	67675000	68275000	68150000
chr18	68275000	69325000	68800000
chr18	69325000	69775000	69475000
chr18	69775000	70575000	70200000
chr18	70575000	73725000	71250000
chr18	73725000	75325000	73975000
chr18	75325000	76175000	75975000
chr18	76175000	77025000	76650000
chr18	77025000	77725000	77375000
chr18	77725000	80175000	78950000
chr18	80175000	80925000	80650000
chr18	80925000	82775000	81550000
chr18	82775000	84225000	83600000
chr18	84225000	84925000	84325000
chr18	84925000	88925000	86150000
chr18	88925000	90125000	89700000
chr18	90125000	90700000	90250000
chr18	90700000	91100000	91000000
chr19	400001	1375000	650000
chr19	1375000	2675000	2325000
chr19	2675000	3775000	3050000
chr19	3775000	4275000	4100000
chr19	4275000	5075000	4575000
chr19	5075000	5475000	5300000
chr19	5475000	5825000	5575000
chr19	5825000	6325000	6150000
chr19	6325000	6975000	6700000
chr19	6975000	7325000	7100000
chr19	7325000	8825000	8200000
chr19	8825000	10175000	9550000
chr19	10175000	10575000	10375000
chr19	10575000	11275000	11175000
chr19	11275000	11975000	11450000
chr19	11975000	12725000	12350000
chr19	12725000	14625000	13500000
chr19	14625000	15975000	15350000
chr19	15975000	16625000	16275000
chr19	16625000	18675000	17950000
chr19	18675000	20925000	19775000
chr19	20925000	21675000	21150000
chr19	21675000	23125000	22400000
chr19	23125000	24225000	23650000
chr19	24225000	25475000	24800000
chr19	25475000	26625000	26250000
chr19	26625000	27325000	26900000
chr19	27325000	28225000	27550000
chr19	28225000	28625000	28400000
chr19	28625000	29675000	29400000
chr19	29675000	30175000	30000000
chr19	30175000	31075000	30700000
chr19	31075000	32275000	31550000
chr19	32275000	34175000	33925000
chr19	34175000	34875000	34350000
chr19	34875000	36925000	35575000
chr19	36925000	37325000	37150000
chr19	37325000	38025000	37750000
chr19	38025000	38375000	38175000
chr19	38375000	40275000	39500000
chr19	40275000	40525000	40375000
chr19	40525000	40925000	40750000
chr19	40925000	41475000	41125000
chr19	41475000	42075000	41700000
chr19	42075000	43925000	43100000
chr19	43925000	44275000	44025000
chr19	44275000	45025000	44650000
chr19	45025000	45325000	45200000
chr19	45325000	46025000	45550000
chr19	46025000	46525000	46200000
chr19	46525000	47125000	46800000
chr19	47125000	47475000	47375000
chr19	47475000	49275000	48800000
chr19	49275000	51725000	49600000
chr19	51725000	53075000	52200000
chr19	53075000	53325000	53225000
chr19	53325000	53675000	53475000
chr19	53675000	55725000	54650000
chr19	55725000	56525000	56150000
chr19	56525000	57175000	56850000
chr19	57175000	57375000	57275000
chr19	57375000	59325000	58450000
chr19	59325000	60825000	59700000
chr19	60825000	61400000	61000000
chr19	61400000	62050000	61950000
chr2	650001	875000	675000
chr2	875000	1325000	1000000
chr2	1325000	1750000	1650000
chr2	1725000	1975000	1825000
chr2	1975000	2425000	2150000
chr2	2425000	3475000	2725000
chr2	3475000	4575000	4000000
chr2	4575000	4975000	4750000
chr2	4975000	5925000	5450000
chr2	5925000	9975000	8900000
chr2	9975000	10375000	10225000
chr2	10375000	11575000	11000000
chr2	11575000	13075000	12750000
chr2	13075000	14075000	13250000
chr2	14075000	16225000	15550000
chr2	16225000	16725000	16575000
chr2	16725000	18025000	17150000
chr2	18025000	19025000	18750000
chr2	19025000	19325000	19175000
chr2	19325000	20525000	19900000
chr2	20525000	24925000	22150000
chr2	24925000	25225000	25050000
chr2	25225000	26075000	25750000
chr2	26075000	26625000	26250000
chr2	26625000	26925000	26825000
chr2	26925000	27475000	27150000
chr2	27475000	28475000	28000000
chr2	28475000	29125000	28750000
chr2	29125000	30075000	29350000
chr2	30075000	31025000	30575000
chr2	31025000	32175000	31875000
chr2	32175000	32625000	32350000
chr2	32625000	32925000	32750000
chr2	32925000	33425000	33250000
chr2	33425000	34375000	33975000
chr2	34375000	34775000	34475000
chr2	34775000	35575000	35200000
chr2	35575000	36125000	35950000
chr2	36125000	37425000	36750000
chr2	37425000	37725000	37575000
chr2	37725000	38625000	38050000
chr2	38625000	39175000	38925000
chr2	39175000	40325000	40050000
chr2	40325000	41525000	40600000
chr2	41525000	42725000	42300000
chr2	42725000	44525000	42950000
chr2	44525000	44925000	44825000
chr2	44925000	45775000	45475000
chr2	45775000	49575000	47950000
chr2	49575000	51075000	50075000
chr2	51075000	52075000	51650000
chr2	52075000	52875000	52450000
chr2	52875000	54075000	53975000
chr2	54075000	55225000	54500000
chr2	55225000	56075000	55775000
chr2	56075000	57225000	56400000
chr2	57225000	58575000	57925000
chr2	58575000	59625000	58900000
chr2	59625000	60125000	59750000
chr2	60125000	61725000	61300000
chr2	61725000	62475000	62100000
chr2	62475000	63575000	63200000
chr2	63575000	65425000	64400000
chr2	65425000	67275000	66825000
chr2	67275000	68875000	67700000
chr2	68875000	69875000	69275000
chr2	69875000	70725000	70300000
chr2	70725000	71375000	70900000
chr2	71375000	71775000	71600000
chr2	71775000	73025000	72675000
chr2	73025000	73575000	73350000
chr2	73575000	73825000	73675000
chr2	73825000	74675000	74275000
chr2	74675000	75675000	75150000
chr2	75675000	76425000	76175000
chr2	76425000	77175000	76750000
chr2	77175000	77925000	77825000
chr2	77925000	78875000	78500000
chr2	78875000	79525000	79050000
chr2	79525000	80625000	79950000
chr2	80625000	81825000	81450000
chr2	81825000	84725000	82350000
chr2	84725000	86225000	85800000
chr2	86225000	87525000	86725000
chr2	87525000	89575000	88750000
chr2	89575000	90925000	89850000
chr2	90925000	91675000	91175000
chr2	91675000	92375000	92200000
chr2	92375000	93175000	92800000
chr2	93175000	93925000	93350000
chr2	93925000	98225000	97150000
chr2	98225000	98675000	98350000
chr2	98675000	101925000	99350000
chr2	101925000	102175000	102050000
chr2	102175000	103825000	102800000
chr2	103825000	104125000	104000000
chr2	104125000	104675000	104275000
chr2	104675000	105675000	105250000
chr2	105675000	106875000	106300000
chr2	106875000	107825000	107500000
chr2	107825000	109325000	108325000
chr2	109325000	109975000	109525000
chr2	109975000	112425000	110850000
chr2	112425000	113425000	113125000
chr2	113425000	113775000	113600000
chr2	113775000	114175000	113875000
chr2	114175000	115975000	114975000
chr2	115975000	118575000	116500000
chr2	118575000	119225000	118800000
chr2	119225000	119825000	119400000
chr2	119825000	120675000	120375000
chr2	120675000	121475000	121075000
chr2	121475000	121975000	121675000
chr2	121975000	123925000	123600000
chr2	123925000	125175000	124250000
chr2	125175000	125825000	125450000
chr2	125825000	126775000	126200000
chr2	126775000	127225000	126875000
chr2	127225000	128775000	128150000
chr2	128775000	129175000	128875000
chr2	129175000	129575000	129475000
chr2	129575000	130675000	130050000
chr2	130675000	131225000	131000000
chr2	131225000	132225000	131600000
chr2	132225000	132725000	132500000
chr2	132725000	135625000	134000000
chr2	135625000	136825000	136400000
chr2	136825000	138275000	137900000
chr2	138275000	140075000	138850000
chr2	140075000	141825000	141200000
chr2	141825000	142525000	142200000
chr2	142525000	142875000	142650000
chr2	142875000	144275000	143350000
chr2	144275000	144575000	144475000
chr2	144575000	145875000	145250000
chr2	145875000	146225000	146075000
chr2	146225000	146575000	146350000
chr2	146575000	147025000	146725000
chr2	147025000	148025000	147700000
chr2	148025000	148825000	148250000
chr2	148825000	150325000	149350000
chr2	150325000	150875000	150425000
chr2	150875000	152325000	151750000
chr2	152325000	152775000	152550000
chr2	152775000	153325000	152975000
chr2	153325000	153575000	153450000
chr2	153575000	154425000	154000000
chr2	154425000	155125000	154900000
chr2	155125000	155575000	155350000
chr2	155575000	156175000	155825000
chr2	156175000	156425000	156325000
chr2	156425000	156775000	156650000
chr2	156775000	157125000	157025000
chr2	157075000	157375000	157175000
chr2	157375000	157875000	157700000
chr2	157875000	158375000	158275000
chr2	158375000	160675000	159700000
chr2	160675000	163025000	162000000
chr2	163025000	164025000	163850000
chr2	164025000	164425000	164200000
chr2	164425000	164825000	164550000
chr2	164825000	165925000	165400000
chr2	165925000	166975000	166450000
chr2	166975000	167475000	167175000
chr2	167475000	168175000	167850000
chr2	168175000	168925000	168500000
chr2	168925000	170175000	169500000
chr2	170175000	171275000	171175000
chr2	171275000	172575000	171600000
chr2	172575000	173325000	173200000
chr2	173325000	173725000	173500000
chr2	173725000	174275000	174000000
chr2	174275000	175075000	174650000
chr2	175075000	175975000	175725000
chr2	175975000	176275000	176175000
chr2	176275000	177125000	176850000
chr2	177125000	177775000	177525000
chr2	177775000	178625000	178450000
chr2	178625000	179475000	179000000
chr2	179475000	180225000	179750000
chr2	180225000	180675000	180475000
chr2	180675000	180925000	180825000
chr2	180925000	181575000	181075000
chr2	181575000	182100000	181800000
chr2	182100000	182400000	182300000
chr3	300001	1525000	900000
chr3	1525000	1925000	1825000
chr3	1925000	3675000	3150000
chr3	3675000	5875000	4400000
chr3	5875000	7675000	6500000
chr3	7675000	9025000	8200000
chr3	9025000	9625000	9300000
chr3	9625000	10375000	10050000
chr3	10375000	11225000	10950000
chr3	11225000	14625000	13600000
chr3	14625000	14925000	14825000
chr3	14925000	16225000	15600000
chr3	16225000	18275000	17200000
chr3	18275000	18675000	18400000
chr3	18675000	19175000	18800000
chr3	19175000	20075000	19700000
chr3	20075000	22075000	20900000
chr3	22075000	23375000	23250000
chr3	23375000	24075000	23700000
chr3	24075000	25475000	24700000
chr3	25475000	27175000	25850000
chr3	27175000	27725000	27550000
chr3	27725000	28225000	28125000
chr3	28225000	28775000	28500000
chr3	28775000	30875000	29550000
chr3	30875000	32525000	31825000
chr3	32525000	34025000	33375000
chr3	34025000	34725000	34350000
chr3	34725000	35725000	35250000
chr3	35725000	36575000	36375000
chr3	36575000	36825000	36725000
chr3	36825000	37575000	36975000
chr3	37575000	38525000	38375000
chr3	38525000	40875000	39400000
chr3	40875000	41525000	41150000
chr3	41525000	43525000	42650000
chr3	43525000	45225000	44550000
chr3	45225000	48975000	47450000
chr3	48975000	51425000	49800000
chr3	51425000	52375000	52050000
chr3	52375000	53525000	53150000
chr3	53525000	54775000	54150000
chr3	54775000	56175000	56050000
chr3	56175000	57575000	56500000
chr3	57575000	58575000	58050000
chr3	58575000	60475000	59950000
chr3	60475000	61425000	61000000
chr3	61425000	61825000	61575000
chr3	61825000	63275000	62025000
chr3	63275000	63925000	63650000
chr3	63925000	65475000	64700000
chr3	65475000	65975000	65850000
chr3	65975000	67025000	66500000
chr3	67025000	67475000	67150000
chr3	67475000	68475000	67900000
chr3	68475000	69025000	68750000
chr3	69025000	69625000	69400000
chr3	69625000	75675000	70750000
chr3	75675000	79025000	78150000
chr3	79025000	79575000	79150000
chr3	79575000	81075000	80400000
chr3	81075000	82375000	82000000
chr3	82375000	83025000	82575000
chr3	83025000	84225000	83400000
chr3	84225000	86925000	85350000
chr3	86925000	87925000	87400000
chr3	87925000	88575000	88100000
chr3	88575000	88875000	88775000
chr3	88875000	89425000	89125000
chr3	89425000	89975000	89650000
chr3	89975000	90425000	90150000
chr3	90425000	94575000	92400000
chr3	94575000	95125000	94675000
chr3	95125000	96625000	95450000
chr3	96625000	97675000	97400000
chr3	97675000	98425000	98175000
chr3	98425000	99225000	98950000
chr3	99225000	101075000	99700000
chr3	101075000	101375000	101200000
chr3	101375000	102175000	101800000
chr3	102175000	103175000	102500000
chr3	103175000	103875000	103600000
chr3	103875000	104225000	104100000
chr3	104225000	104825000	104350000
chr3	104825000	105925000	105400000
chr3	105925000	106575000	106275000
chr3	106575000	107325000	106850000
chr3	107325000	107650000	107550000
chr3	107650000	108025000	107750000
chr3	108025000	108625000	108350000
chr3	108625000	111375000	109950000
chr3	111375000	112175000	111700000
chr3	112175000	113375000	112750000
chr3	113375000	115825000	114500000
chr3	115825000	116725000	116075000
chr3	116725000	119075000	118600000
chr3	119075000	119775000	119400000
chr3	119775000	121475000	120325000
chr3	121475000	122575000	122050000
chr3	122575000	123025000	122850000
chr3	123025000	124275000	124100000
chr3	124275000	126575000	124375000
chr3	126575000	127475000	126675000
chr3	127475000	129575000	128600000
chr3	129575000	130725000	130400000
chr3	130725000	132925000	130850000
chr3	132925000	133525000	133150000
chr3	133525000	135475000	134350000
chr3	135475000	136675000	136250000
chr3	136675000	137825000	137200000
chr3	137825000	138725000	138275000
chr3	138725000	142775000	142475000
chr3	142775000	144575000	143700000
chr3	144575000	145675000	145200000
chr3	145675000	145925000	145775000
chr3	145925000	146475000	146300000
chr3	146475000	147925000	147600000
chr3	147925000	152325000	148175000
chr3	152325000	153425000	152950000
chr3	153425000	153925000	153525000
chr3	153925000	156175000	155500000
chr3	156175000	157925000	156800000
chr3	157925000	159525000	158950000
chr3	159525000	160000000	159650000
chr3	160000000	160550000	160450000
chr4	550001	2075000	1925000
chr4	2075000	2575000	2275000
chr4	2575000	3825000	2925000
chr4	3825000	4775000	4475000
chr4	4775000	5825000	5200000
chr4	5825000	8125000	5950000
chr4	8125000	8525000	8400000
chr4	8525000	8925000	8750000
chr4	8925000	9725000	9300000
chr4	9725000	11025000	10150000
chr4	11025000	11575000	11450000
chr4	11575000	12125000	11900000
chr4	12125000	12775000	12550000
chr4	12775000	13125000	12950000
chr4	13125000	13775000	13450000
chr4	13775000	14875000	14150000
chr4	14875000	15275000	15000000
chr4	15275000	16025000	15650000
chr4	16025000	18425000	17700000
chr4	18425000	19675000	18900000
chr4	19675000	21775000	20800000
chr4	21775000	23175000	22950000
chr4	23175000	23625000	23400000
chr4	23625000	24575000	23950000
chr4	24575000	25775000	25225000
chr4	25775000	26325000	26075000
chr4	26325000	32025000	27750000
chr4	32025000	32725000	32300000
chr4	32725000	33275000	33100000
chr4	33275000	34875000	34050000
chr4	34875000	35975000	35775000
chr4	35975000	37175000	36650000
chr4	37175000	38525000	38000000
chr4	38525000	40225000	38875000
chr4	40225000	41125000	40475000
chr4	41125000	41325000	41225000
chr4	41325000	42475000	42350000
chr4	42475000	43025000	42825000
chr4	43025000	44025000	43650000
chr4	44025000	44325000	44200000
chr4	44325000	44975000	44600000
chr4	44975000	45475000	45200000
chr4	45475000	46525000	46025000
chr4	46525000	47475000	47100000
chr4	47475000	48575000	47800000
chr4	48575000	49525000	49200000
chr4	49525000	50625000	50250000
chr4	50625000	52475000	51200000
chr4	52475000	53375000	52675000
chr4	53375000	54975000	54400000
chr4	54975000	55425000	55150000
chr4	55425000	56925000	56200000
chr4	56925000	57225000	57100000
chr4	57225000	57825000	57475000
chr4	57825000	58575000	58250000
chr4	58575000	59025000	58675000
chr4	59025000	59475000	59200000
chr4	59475000	60675000	60475000
chr4	60675000	61175000	60975000
chr4	61175000	62375000	61600000
chr4	62375000	63475000	63050000
chr4	63475000	66775000	66100000
chr4	66775000	70425000	69100000
chr4	70425000	71425000	71100000
chr4	71425000	72075000	71750000
chr4	72075000	74275000	73100000
chr4	74275000	75275000	75025000
chr4	75275000	82475000	75500000
chr4	82475000	83325000	82900000
chr4	83325000	84225000	83950000
chr4	84225000	84675000	84500000
chr4	84675000	85225000	84800000
chr4	85225000	86825000	85800000
chr4	86825000	88075000	87400000
chr4	88075000	89275000	88650000
chr4	89275000	94575000	90550000
chr4	94575000	96025000	95700000
chr4	96025000	97175000	96900000
chr4	97175000	97725000	97400000
chr4	97725000	98825000	97825000
chr4	98825000	99175000	99075000
chr4	99175000	99625000	99350000
chr4	99625000	100825000	100300000
chr4	100825000	101425000	101125000
chr4	101425000	101875000	101700000
chr4	101875000	103125000	102550000
chr4	103125000	104325000	103900000
chr4	104325000	105275000	104450000
chr4	105275000	106875000	106500000
chr4	106875000	107325000	107100000
chr4	107325000	108275000	107700000
chr4	108275000	108775000	108550000
chr4	108775000	109075000	108975000
chr4	109075000	109675000	109550000
chr4	109675000	109975000	109800000
chr4	109975000	111175000	110800000
chr4	111175000	111725000	111375000
chr4	111725000	112475000	112000000
chr4	112475000	113575000	113375000
chr4	113575000	115825000	113900000
chr4	115825000	116125000	115950000
chr4	116125000	116675000	116350000
chr4	116675000	117125000	116900000
chr4	117125000	117325000	117225000
chr4	117325000	118175000	118025000
chr4	118175000	119075000	118700000
chr4	119075000	119275000	119175000
chr4	119275000	120525000	119950000
chr4	120525000	121025000	120675000
chr4	121025000	121825000	121725000
chr4	121825000	122975000	122000000
chr4	122975000	123325000	123075000
chr4	123325000	123675000	123525000
chr4	123675000	124775000	124250000
chr4	124775000	125575000	125350000
chr4	125575000	126175000	125775000
chr4	126175000	127025000	126650000
chr4	127025000	129275000	128200000
chr4	129275000	130525000	130100000
chr4	130525000	132275000	131500000
chr4	132275000	133125000	132725000
chr4	133125000	133625000	133450000
chr4	133625000	133875000	133725000
chr4	133875000	134125000	134025000
chr4	134125000	134425000	134325000
chr4	134425000	135325000	135050000
chr4	135325000	135525000	135425000
chr4	135525000	135975000	135800000
chr4	135975000	136225000	136075000
chr4	136225000	137575000	137125000
chr4	137575000	138475000	138100000
chr4	138475000	138825000	138650000
chr4	138825000	139325000	138950000
chr4	139325000	140025000	139850000
chr4	140025000	140675000	140175000
chr4	140675000	141025000	140850000
chr4	141025000	141375000	141150000
chr4	141375000	142075000	141925000
chr4	142075000	143275000	142700000
chr4	143275000	144375000	143800000
chr4	144375000	145225000	144625000
chr4	145225000	145675000	145500000
chr4	145675000	145975000	145850000
chr4	145975000	146675000	146300000
chr4	146675000	147075000	146900000
chr4	147075000	147400000	147300000
chr4	147375000	148075000	147475000
chr4	148075000	148575000	148275000
chr4	148575000	149175000	148750000
chr4	149175000	149725000	149350000
chr4	149725000	150225000	149900000
chr4	150225000	150675000	150550000
chr4	150675000	152075000	150825000
chr4	152075000	154025000	153000000
chr4	154025000	154675000	154400000
chr4	154675000	155175000	154825000
chr4	155175000	156500000	155350000
chr4	156500000	157600000	157500000
chr5	NA	775000	650000
chr5	775000	1225000	975000
chr5	1225000	2425000	1575000
chr5	2425000	3625000	2800000
chr5	3625000	3875000	3750000
chr5	3875000	6675000	6450000
chr5	6675000	8375000	7100000
chr5	8375000	8775000	8550000
chr5	8775000	11325000	11050000
chr5	11325000	11675000	11550000
chr5	11675000	12175000	11850000
chr5	12175000	12875000	12450000
chr5	12875000	14025000	13350000
chr5	14025000	14425000	14325000
chr5	14425000	16325000	15400000
chr5	16325000	16975000	16650000
chr5	16975000	18725000	17500000
chr5	18725000	20975000	19575000
chr5	20975000	21725000	21400000
chr5	21725000	22525000	22250000
chr5	22525000	23375000	22900000
chr5	23375000	23725000	23475000
chr5	23725000	25525000	25000000
chr5	25525000	27275000	26350000
chr5	27275000	27825000	27475000
chr5	27825000	28325000	28100000
chr5	28325000	29725000	28750000
chr5	29725000	31125000	30400000
chr5	31125000	32125000	31950000
chr5	32125000	32875000	32250000
chr5	32875000	33625000	33200000
chr5	33625000	34525000	34050000
chr5	34525000	35775000	35300000
chr5	35775000	38625000	37600000
chr5	38625000	39675000	39350000
chr5	39675000	41725000	40650000
chr5	41725000	43825000	42600000
chr5	43825000	45525000	44850000
chr5	45525000	48325000	46900000
chr5	48325000	50125000	49200000
chr5	50125000	52175000	51200000
chr5	52175000	53575000	52375000
chr5	53575000	55775000	55000000
chr5	55775000	62775000	61950000
chr5	62775000	64125000	63100000
chr5	64125000	64375000	64275000
chr5	64375000	65425000	64475000
chr5	65425000	65725000	65625000
chr5	65725000	66275000	66150000
chr5	66275000	66625000	66450000
chr5	66625000	67375000	66950000
chr5	67375000	72175000	68800000
chr5	72175000	72975000	72600000
chr5	72975000	73275000	73100000
chr5	73275000	74075000	73775000
chr5	74075000	75025000	74800000
chr5	75025000	75575000	75300000
chr5	75575000	76325000	75900000
chr5	76325000	77275000	76550000
chr5	77275000	84925000	84700000
chr5	84925000	86075000	85250000
chr5	86075000	87825000	87500000
chr5	87825000	88675000	87975000
chr5	88675000	90225000	89600000
chr5	90225000	90425000	90325000
chr5	90425000	92125000	91150000
chr5	92125000	92825000	92400000
chr5	92825000	94775000	94675000
chr5	94775000	97275000	96650000
chr5	97275000	98925000	97900000
chr5	98925000	99975000	99400000
chr5	99975000	100425000	100150000
chr5	100425000	100775000	100675000
chr5	100775000	101975000	101300000
chr5	101975000	103675000	102700000
chr5	103675000	104525000	104175000
chr5	104525000	105725000	105150000
chr5	105725000	106975000	106275000
chr5	106975000	108075000	107150000
chr5	108075000	108575000	108400000
chr5	108575000	109825000	109150000
chr5	109825000	110825000	109950000
chr5	110825000	111775000	111550000
chr5	111775000	112325000	112050000
chr5	112325000	113275000	112750000
chr5	113275000	113625000	113500000
chr5	113625000	113975000	113725000
chr5	113975000	114725000	114350000
chr5	114725000	115275000	114850000
chr5	115275000	115975000	115850000
chr5	115975000	116425000	116150000
chr5	116425000	116825000	116725000
chr5	116800000	117375000	116900000
chr5	117375000	118475000	118275000
chr5	118475000	119625000	119100000
chr5	119625000	120675000	119950000
chr5	120675000	120925000	120825000
chr5	120925000	121225000	121050000
chr5	121225000	121675000	121450000
chr5	121675000	122175000	121950000
chr5	122175000	123075000	122925000
chr5	123075000	123725000	123350000
chr5	123725000	124425000	124000000
chr5	124425000	126525000	126200000
chr5	126525000	127625000	126900000
chr5	127625000	128575000	128150000
chr5	128575000	129125000	128775000
chr5	129125000	129875000	129450000
chr5	129875000	130175000	130075000
chr5	130175000	131525000	130800000
chr5	131525000	134425000	133200000
chr5	134425000	134925000	134800000
chr5	134925000	135175000	135050000
chr5	135175000	135925000	135500000
chr5	135925000	136575000	136450000
