fork_direction	fork_iz	fork_chrom	fork_tz	fork_start	fork_end	fork_pred
telomeric	47075000	chr12	47800000	47075000	47800000	0.7639761567115784
centromeric	48475000	chr12	47800000	47800000	48475000	0.7639761567115784
telomeric	48475000	chr12	48625000	48475000	48625000	0.9855456948280334
centromeric	49375000	chr12	48625000	48625000	49375000	0.9855456948280334
telomeric	49375000	chr12	49800000	49375000	49800000	1
centromeric	51825000	chr12	49800000	49800000	51825000	1
telomeric	51825000	chr12	52250000	51825000	52250000	1
centromeric	53025000	chr12	52250000	52250000	53025000	1
telomeric	53025000	chr12	53600000	53025000	53600000	1
centromeric	54075000	chr12	53600000	53600000	54075000	1
telomeric	54075000	chr12	54350000	54075000	54350000	0.9999964237213135
centromeric	54775000	chr12	54350000	54350000	54775000	0.9999964237213135
telomeric	54775000	chr12	55025000	54775000	55025000	0.9370170831680298
centromeric	55425000	chr12	55025000	55025000	55425000	0.9370170831680298
telomeric	55425000	chr12	56250000	55425000	56250000	1
centromeric	56675000	chr12	56250000	56250000	56675000	1
telomeric	56675000	chr12	57050000	56675000	57050000	0.9999988079071045
centromeric	57225000	chr12	57050000	57050000	57225000	0.9999988079071045
telomeric	57225000	chr12	57350000	57225000	57350000	1
centromeric	57525000	chr12	57350000	57350000	57525000	1
telomeric	57525000	chr12	58225000	57525000	58225000	1
centromeric	59075000	chr12	58225000	58225000	59075000	1
telomeric	59075000	chr12	65900000	59075000	65900000	1
centromeric	66375000	chr12	65900000	65900000	66375000	1
telomeric	66375000	chr12	67000000	66375000	67000000	1
centromeric	67275000	chr12	67000000	67000000	67275000	1
telomeric	67275000	chr12	67700000	67275000	67700000	0.9999998807907104
centromeric	69475000	chr12	67700000	67700000	69475000	0.9999998807907104
telomeric	69475000	chr12	70025000	69475000	70025000	0.5008201003074646
centromeric	70175000	chr12	70025000	70025000	70175000	0.5008201003074646
telomeric	70175000	chr12	70275000	70175000	70275000	0.9458773732185364
centromeric	70375000	chr12	70275000	70275000	70375000	0.9458773732185364
telomeric	70375000	chr12	70700000	70375000	70700000	1
centromeric	71025000	chr12	70700000	70700000	71025000	1
telomeric	71025000	chr12	71125000	71025000	71125000	0.7711701989173889
centromeric	71225000	chr12	71125000	71125000	71225000	0.7711701989173889
telomeric	71225000	chr12	71500000	71225000	71500000	1
centromeric	71775000	chr12	71500000	71500000	71775000	1
telomeric	71775000	chr12	71900000	71775000	71900000	1
centromeric	72025000	chr12	71900000	71900000	72025000	1
telomeric	72025000	chr12	72700000	72025000	72700000	0.9994732737541199
centromeric	73025000	chr12	72700000	72700000	73025000	0.9994732737541199
telomeric	73025000	chr12	73250000	73025000	73250000	0.9990330934524536
centromeric	73425000	chr12	73250000	73250000	73425000	0.9990330934524536
telomeric	73425000	chr12	73750000	73425000	73750000	1
centromeric	73875000	chr12	73750000	73750000	73875000	1
telomeric	73875000	chr12	75000000	73875000	75000000	1
centromeric	75775000	chr12	75000000	75000000	75775000	1
telomeric	75775000	chr12	75900000	75775000	75900000	1
centromeric	76175000	chr12	75900000	75900000	76175000	1
telomeric	76175000	chr12	76350000	76175000	76350000	1
centromeric	76475000	chr12	76350000	76350000	76475000	1
telomeric	76475000	chr12	77325000	76475000	77325000	1
centromeric	77625000	chr12	77325000	77325000	77625000	1
telomeric	77625000	chr12	78400000	77625000	78400000	1
centromeric	79975000	chr12	78400000	78400000	79975000	1
telomeric	79975000	chr12	80550000	79975000	80550000	0.9867064356803894
centromeric	80675000	chr12	80550000	80550000	80675000	0.9867064356803894
telomeric	80675000	chr12	81450000	80675000	81450000	1
centromeric	81825000	chr12	81450000	81450000	81825000	1
telomeric	81825000	chr12	81950000	81825000	81950000	0.9938071370124817
centromeric	82075000	chr12	81950000	81950000	82075000	0.9938071370124817
telomeric	82075000	chr12	82425000	82075000	82425000	0.567376434803009
centromeric	82525000	chr12	82425000	82425000	82525000	0.567376434803009
telomeric	82525000	chr12	82750000	82525000	82750000	1
centromeric	83175000	chr12	82750000	82750000	83175000	1
telomeric	83175000	chr12	83275000	83175000	83275000	0.5372889637947083
centromeric	83725000	chr12	83275000	83275000	83725000	0.5372889637947083
telomeric	83725000	chr12	84425000	83725000	84425000	0.9997995495796204
centromeric	84575000	chr12	84425000	84425000	84575000	0.9997995495796204
telomeric	84575000	chr12	84800000	84575000	84800000	1
centromeric	85175000	chr12	84800000	84800000	85175000	1
telomeric	85175000	chr12	85900000	85175000	85900000	0.9984456896781921
centromeric	86075000	chr12	85900000	85900000	86075000	0.9984456896781921
telomeric	86075000	chr12	86350000	86075000	86350000	0.9947543144226074
centromeric	86875000	chr12	86350000	86350000	86875000	0.9947543144226074
telomeric	86875000	chr12	88125000	86875000	88125000	0.9999997615814209
centromeric	88225000	chr12	88125000	88125000	88225000	0.9999997615814209
telomeric	88225000	chr12	88400000	88225000	88400000	1
centromeric	88925000	chr12	88400000	88400000	88925000	1
telomeric	88925000	chr12	89125000	88925000	89125000	0.9996585845947266
centromeric	89525000	chr12	89125000	89125000	89525000	0.9996585845947266
telomeric	89525000	chr12	90400000	89525000	90400000	0.999996542930603
centromeric	91775000	chr12	90400000	90400000	91775000	0.999996542930603
telomeric	91775000	chr12	93400000	91775000	93400000	0.9983032941818237
centromeric	94425000	chr12	93400000	93400000	94425000	0.9983032941818237
telomeric	94425000	chr12	94550000	94425000	94550000	0.867651104927063
centromeric	94825000	chr12	94550000	94550000	94825000	0.867651104927063
telomeric	94825000	chr12	95000000	94825000	95000000	1
centromeric	95625000	chr12	95000000	95000000	95625000	1
telomeric	95625000	chr12	96925000	95625000	96925000	0.7885078191757202
centromeric	99125000	chr12	96925000	96925000	99125000	0.7885078191757202
telomeric	99125000	chr12	99400000	99125000	99400000	1
centromeric	99625000	chr12	99400000	99400000	99625000	1
telomeric	99625000	chr12	99850000	99625000	99850000	1
centromeric	100225000	chr12	99850000	99850000	100225000	1
telomeric	100225000	chr12	100700000	100225000	100700000	1
centromeric	100925000	chr12	100700000	100700000	100925000	1
telomeric	100925000	chr12	101350000	100925000	101350000	1
centromeric	101475000	chr12	101350000	101350000	101475000	1
telomeric	101475000	chr12	101625000	101475000	101625000	0.9999779462814331
centromeric	102625000	chr12	101625000	101625000	102625000	0.9999779462814331
telomeric	102625000	chr12	102725000	102625000	102725000	1
centromeric	103275000	chr12	102725000	102725000	103275000	1
telomeric	103275000	chr12	104000000	103275000	104000000	1
centromeric	104925000	chr12	104000000	104000000	104925000	1
telomeric	104925000	chr12	105300000	104925000	105300000	1
centromeric	105725000	chr12	105300000	105300000	105725000	1
telomeric	105725000	chr12	107100000	105725000	107100000	1
centromeric	108325000	chr12	107100000	107100000	108325000	1
telomeric	108325000	chr12	109100000	108325000	109100000	1
centromeric	109475000	chr12	109100000	109100000	109475000	1
telomeric	109475000	chr12	110100000	109475000	110100000	1
centromeric	110725000	chr12	110100000	110100000	110725000	1
telomeric	110725000	chr12	110850000	110725000	110850000	1
centromeric	111075000	chr12	110850000	110850000	111075000	1
telomeric	111075000	chr12	111200000	111075000	111200000	0.99996018409729
centromeric	111525000	chr12	111200000	111200000	111525000	0.99996018409729
telomeric	111525000	chr12	112000000	111525000	112000000	0.9999969005584717
centromeric	112275000	chr12	112000000	112000000	112275000	0.9999969005584717
telomeric	112275000	chr12	112425000	112275000	112425000	0.8993059396743774
centromeric	112675000	chr12	112425000	112425000	112675000	0.8993059396743774
telomeric	112675000	chr12	114650000	112675000	114650000	0.9999548196792603
centromeric	115325000	chr12	114650000	114650000	115325000	0.9999548196792603
telomeric	115325000	chr12	115650000	115325000	115650000	1
centromeric	117075000	chr12	115650000	115650000	117075000	1
telomeric	117075000	chr12	118300000	117075000	118300000	1
centromeric	118825000	chr12	118300000	118300000	118825000	1
telomeric	118825000	chr12	119500000	118825000	119500000	0.9999992847442627
centromeric	119625000	chr12	119500000	119500000	119625000	0.9999992847442627
telomeric	119625000	chr12	119750000	119625000	119750000	1
centromeric	120100000	chr12	119750000	119750000	120100000	1
telomeric	120100000	chr12	121300000	120100000	121300000	1
centromeric	121400000	chr12	121300000	121300000	121400000	1
centromeric	625000	chr13	525000	525000	625000	0.9999980926513672
telomeric	1300001	chr13	525000	525000	1300001	0.9999980926513672
telomeric	625000	chr13	850000	625000	850000	0.9998100399971008
centromeric	1075000	chr13	850000	850000	1075000	0.9998100399971008
telomeric	1075000	chr13	1175000	1075000	1175000	0.8998964428901672
centromeric	1875000	chr13	1175000	1175000	1875000	0.8998964428901672
telomeric	1875000	chr13	2200000	1875000	2200000	1
centromeric	2425000	chr13	2200000	2200000	2425000	1
telomeric	2425000	chr13	2850000	2425000	2850000	0.9986795783042908
centromeric	3725000	chr13	2850000	2850000	3725000	0.9986795783042908
telomeric	3725000	chr13	4450000	3725000	4450000	1
centromeric	5825000	chr13	4450000	4450000	5825000	1
telomeric	5825000	chr13	6025000	5825000	6025000	0.969788134098053
centromeric	6175000	chr13	6025000	6025000	6175000	0.969788134098053
telomeric	6175000	chr13	6525000	6175000	6525000	0.8301955461502075
centromeric	6675000	chr13	6525000	6525000	6675000	0.8301955461502075
telomeric	6675000	chr13	7800000	6675000	7800000	0.9999998807907104
centromeric	9225000	chr13	7800000	7800000	9225000	0.9999998807907104
telomeric	9225000	chr13	9450000	9225000	9450000	0.9999998807907104
centromeric	9825000	chr13	9450000	9450000	9825000	0.9999998807907104
telomeric	9825000	chr13	10800000	9825000	10800000	0.9995761513710022
centromeric	11075000	chr13	10800000	10800000	11075000	0.9995761513710022
telomeric	11075000	chr13	11525000	11075000	11525000	0.9999998807907104
centromeric	12475000	chr13	11525000	11525000	12475000	0.9999998807907104
telomeric	12475000	chr13	13000000	12475000	13000000	1
centromeric	13575000	chr13	13000000	13000000	13575000	1
telomeric	13575000	chr13	13725000	13575000	13725000	1
centromeric	13925000	chr13	13725000	13725000	13925000	1
telomeric	13925000	chr13	14250000	13925000	14250000	1
centromeric	15425000	chr13	14250000	14250000	15425000	1
telomeric	15425000	chr13	16575000	15425000	16575000	0.9999966621398926
centromeric	17875000	chr13	16575000	16575000	17875000	0.9999966621398926
telomeric	17875000	chr13	19775000	17875000	19775000	0.6517700552940369
centromeric	20025000	chr13	19775000	19775000	20025000	0.6517700552940369
telomeric	20025000	chr13	20300000	20025000	20300000	1
centromeric	20675000	chr13	20300000	20300000	20675000	1
telomeric	20675000	chr13	20900000	20675000	20900000	1
centromeric	21225000	chr13	20900000	20900000	21225000	1
telomeric	21225000	chr13	22575000	21225000	22575000	0.998969316482544
centromeric	23475000	chr13	22575000	22575000	23475000	0.998969316482544
telomeric	23475000	chr13	23650000	23475000	23650000	1
centromeric	24675000	chr13	23650000	23650000	24675000	1
telomeric	24675000	chr13	25700000	24675000	25700000	0.9999998807907104
centromeric	25875000	chr13	25700000	25700000	25875000	0.9999998807907104
telomeric	25875000	chr13	26075000	25875000	26075000	0.9235234260559082
centromeric	26175000	chr13	26075000	26075000	26175000	0.9235234260559082
telomeric	26175000	chr13	27200000	26175000	27200000	0.9999938011169434
centromeric	27325000	chr13	27200000	27200000	27325000	0.9999938011169434
telomeric	27325000	chr13	27500000	27325000	27500000	1
centromeric	28375000	chr13	27500000	27500000	28375000	1
telomeric	28375000	chr13	28550000	28375000	28550000	1
centromeric	28925000	chr13	28550000	28550000	28925000	1
telomeric	28925000	chr13	29650000	28925000	29650000	1
centromeric	29925000	chr13	29650000	29650000	29925000	1
telomeric	29925000	chr13	30500000	29925000	30500000	1
centromeric	30775000	chr13	30500000	30500000	30775000	1
telomeric	30775000	chr13	30925000	30775000	30925000	0.9999998807907104
centromeric	31825000	chr13	30925000	30925000	31825000	0.9999998807907104
telomeric	31825000	chr13	32250000	31825000	32250000	0.9999997615814209
centromeric	32375000	chr13	32250000	32250000	32375000	0.9999997615814209
telomeric	32375000	chr13	32550000	32375000	32550000	1
centromeric	32875000	chr13	32550000	32550000	32875000	1
telomeric	32875000	chr13	33300000	32875000	33300000	1
centromeric	34075000	chr13	33300000	33300000	34075000	1
telomeric	34075000	chr13	35500000	34075000	35500000	1
centromeric	35925000	chr13	35500000	35500000	35925000	1
telomeric	35925000	chr13	37000000	35925000	37000000	1
centromeric	37525000	chr13	37000000	37000000	37525000	1
telomeric	37525000	chr13	37950000	37525000	37950000	0.9998010993003845
centromeric	38075000	chr13	37950000	37950000	38075000	0.9998010993003845
telomeric	38075000	chr13	39125000	38075000	39125000	1
centromeric	39525000	chr13	39125000	39125000	39525000	1
telomeric	39525000	chr13	39750000	39525000	39750000	0.9996304512023926
centromeric	39875000	chr13	39750000	39750000	39875000	0.9996304512023926
telomeric	39875000	chr13	40200000	39875000	40200000	1
centromeric	41375000	chr13	40200000	40200000	41375000	1
telomeric	41375000	chr13	42500000	41375000	42500000	1
centromeric	43525000	chr13	42500000	42500000	43525000	1
telomeric	43525000	chr13	43700000	43525000	43700000	0.9998581409454346
centromeric	44025000	chr13	43700000	43700000	44025000	0.9998581409454346
telomeric	44025000	chr13	44350000	44025000	44350000	0.9997768998146057
centromeric	44625000	chr13	44350000	44350000	44625000	0.9997768998146057
telomeric	44625000	chr13	45000000	44625000	45000000	1
centromeric	45100000	chr13	45000000	45000000	45100000	1
telomeric	45075000	chr13	45175000	45075000	45175000	0.9999535083770752
centromeric	45475000	chr13	45175000	45175000	45475000	0.9999535083770752
telomeric	45475000	chr13	46275000	45475000	46275000	1
centromeric	47025000	chr13	46275000	46275000	47025000	1
telomeric	47025000	chr13	47600000	47025000	47600000	1
centromeric	47825000	chr13	47600000	47600000	47825000	1
telomeric	47825000	chr13	47950000	47825000	47950000	0.9999927282333374
centromeric	49175000	chr13	47950000	47950000	49175000	0.9999927282333374
telomeric	49175000	chr13	50400000	49175000	50400000	0.9999970197677612
centromeric	51275000	chr13	50400000	50400000	51275000	0.9999970197677612
telomeric	51275000	chr13	51550000	51275000	51550000	0.9809187054634094
centromeric	51875000	chr13	51550000	51550000	51875000	0.9809187054634094
telomeric	51875000	chr13	52500000	51875000	52500000	1
centromeric	53525000	chr13	52500000	52500000	53525000	1
telomeric	53525000	chr13	53950000	53525000	53950000	1
centromeric	54625000	chr13	53950000	53950000	54625000	1
telomeric	54625000	chr13	54900000	54625000	54900000	1
centromeric	55425000	chr13	54900000	54900000	55425000	1
telomeric	55425000	chr13	55950000	55425000	55950000	1
centromeric	56225000	chr13	55950000	55950000	56225000	1
telomeric	56225000	chr13	56450000	56225000	56450000	0.9714827537536621
centromeric	56625000	chr13	56450000	56450000	56625000	0.9714827537536621
telomeric	56625000	chr13	57225000	56625000	57225000	0.9798920750617981
centromeric	58275000	chr13	57225000	57225000	58275000	0.9798920750617981
telomeric	58275000	chr13	59175000	58275000	59175000	1
centromeric	60125000	chr13	59175000	59175000	60125000	1
telomeric	60125000	chr13	61500000	60125000	61500000	1
centromeric	61825000	chr13	61500000	61500000	61825000	1
telomeric	61825000	chr13	61950000	61825000	61950000	0.9999998807907104
centromeric	63175000	chr13	61950000	61950000	63175000	0.9999998807907104
telomeric	63175000	chr13	63700000	63175000	63700000	1
centromeric	64025000	chr13	63700000	63700000	64025000	1
telomeric	64025000	chr13	65600000	64025000	65600000	1
centromeric	65725000	chr13	65600000	65600000	65725000	1
telomeric	65725000	chr13	65825000	65725000	65825000	1
centromeric	65925000	chr13	65825000	65825000	65925000	1
telomeric	65925000	chr13	66400000	65925000	66400000	1
centromeric	67525000	chr13	66400000	66400000	67525000	1
telomeric	67525000	chr13	68050000	67525000	68050000	1
centromeric	68175000	chr13	68050000	68050000	68175000	1
telomeric	68175000	chr13	68300000	68175000	68300000	0.9999995231628418
centromeric	68575000	chr13	68300000	68300000	68575000	0.9999995231628418
telomeric	68575000	chr13	68800000	68575000	68800000	1
centromeric	69625000	chr13	68800000	68800000	69625000	1
telomeric	69625000	chr13	70350000	69625000	70350000	1
centromeric	70450000	chr13	70350000	70350000	70450000	1
telomeric	70375000	chr13	70475000	70375000	70475000	0.9999995231628418
centromeric	70575000	chr13	70475000	70475000	70575000	0.9999995231628418
telomeric	70575000	chr13	70900000	70575000	70900000	1
centromeric	71175000	chr13	70900000	70900000	71175000	1
telomeric	71175000	chr13	71275000	71175000	71275000	1
centromeric	71675000	chr13	71275000	71275000	71675000	1
telomeric	71675000	chr13	71850000	71675000	71850000	1
centromeric	72125000	chr13	71850000	71850000	72125000	1
telomeric	72125000	chr13	72450000	72125000	72450000	1
centromeric	72775000	chr13	72450000	72450000	72775000	1
telomeric	72775000	chr13	72875000	72775000	72875000	0.993243396282196
centromeric	73775000	chr13	72875000	72875000	73775000	0.993243396282196
telomeric	73775000	chr13	75100000	73775000	75100000	1
centromeric	75925000	chr13	75100000	75100000	75925000	1
telomeric	75925000	chr13	76400000	75925000	76400000	1
centromeric	76875000	chr13	76400000	76400000	76875000	1
telomeric	76875000	chr13	77200000	76875000	77200000	1
centromeric	77675000	chr13	77200000	77200000	77675000	1
telomeric	77675000	chr13	78000000	77675000	78000000	0.9999997615814209
centromeric	78325000	chr13	78000000	78000000	78325000	0.9999997615814209
telomeric	78325000	chr13	79700000	78325000	79700000	0.9999665021896362
centromeric	79825000	chr13	79700000	79700000	79825000	0.9999665021896362
telomeric	79825000	chr13	80000000	79825000	80000000	1
centromeric	80875000	chr13	80000000	80000000	80875000	1
telomeric	80875000	chr13	81175000	80875000	81175000	1
centromeric	81725000	chr13	81175000	81175000	81725000	1
telomeric	81725000	chr13	82700000	81725000	82700000	1
centromeric	84075000	chr13	82700000	82700000	84075000	1
telomeric	84075000	chr13	87100000	84075000	87100000	0.9997090697288513
centromeric	87975000	chr13	87100000	87100000	87975000	0.9997090697288513
telomeric	87975000	chr13	88300000	87975000	88300000	0.9999792575836182
centromeric	88775000	chr13	88300000	88300000	88775000	0.9999792575836182
telomeric	88775000	chr13	89125000	88775000	89125000	1
centromeric	89825000	chr13	89125000	89125000	89825000	1
telomeric	89825000	chr13	89950000	89825000	89950000	1
centromeric	90175000	chr13	89950000	89950000	90175000	1
telomeric	90175000	chr13	90500000	90175000	90500000	1
centromeric	91425000	chr13	90500000	90500000	91425000	1
telomeric	91425000	chr13	92100000	91425000	92100000	1
centromeric	92625000	chr13	92100000	92100000	92625000	1
telomeric	92625000	chr13	93200000	92625000	93200000	1
centromeric	94025000	chr13	93200000	93200000	94025000	1
telomeric	94025000	chr13	94550000	94025000	94550000	1
centromeric	94875000	chr13	94550000	94550000	94875000	1
telomeric	94875000	chr13	95100000	94875000	95100000	1
centromeric	95575000	chr13	95100000	95100000	95575000	1
telomeric	95575000	chr13	95825000	95575000	95825000	1
centromeric	95925000	chr13	95825000	95825000	95925000	1
telomeric	95925000	chr13	96625000	95925000	96625000	1
centromeric	97325000	chr13	96625000	96625000	97325000	1
telomeric	97325000	chr13	98050000	97325000	98050000	1
centromeric	98725000	chr13	98050000	98050000	98725000	1
telomeric	98725000	chr13	98825000	98725000	98825000	1
centromeric	99175000	chr13	98825000	98825000	99175000	1
telomeric	99175000	chr13	99400000	99175000	99400000	1
centromeric	99625000	chr13	99400000	99400000	99625000	1
telomeric	99625000	chr13	100300000	99625000	100300000	1
centromeric	100775000	chr13	100300000	100300000	100775000	1
telomeric	100775000	chr13	101400000	100775000	101400000	0.9999990463256836
centromeric	101825000	chr13	101400000	101400000	101825000	0.9999990463256836
telomeric	101825000	chr13	102100000	101825000	102100000	1
centromeric	102725000	chr13	102100000	102100000	102725000	1
telomeric	102725000	chr13	103050000	102725000	103050000	1
centromeric	103775000	chr13	103050000	103050000	103775000	1
telomeric	103775000	chr13	104775000	103775000	104775000	0.5057076215744019
centromeric	104875000	chr13	104775000	104775000	104875000	0.5057076215744019
telomeric	104875000	chr13	105250000	104875000	105250000	0.9995959401130676
centromeric	107025000	chr13	105250000	105250000	107025000	0.9995959401130676
telomeric	107025000	chr13	107250000	107025000	107250000	1
centromeric	107625000	chr13	107250000	107250000	107625000	1
telomeric	107625000	chr13	107825000	107625000	107825000	1
centromeric	107925000	chr13	107825000	107825000	107925000	1
telomeric	107925000	chr13	108800000	107925000	108800000	1
centromeric	109275000	chr13	108800000	108800000	109275000	1
telomeric	109275000	chr13	109800000	109275000	109800000	0.9997683167457581
centromeric	109925000	chr13	109800000	109800000	109925000	0.9997683167457581
telomeric	109925000	chr13	110250000	109925000	110250000	0.9997062087059021
centromeric	110475000	chr13	110250000	110250000	110475000	0.9997062087059021
telomeric	110475000	chr13	111100000	110475000	111100000	1
centromeric	112275000	chr13	111100000	111100000	112275000	1
telomeric	112275000	chr13	112625000	112275000	112625000	1
centromeric	112775000	chr13	112625000	112625000	112775000	1
telomeric	112775000	chr13	113200000	112775000	113200000	1
centromeric	113725000	chr13	113200000	113200000	113725000	1
telomeric	113725000	chr13	114000000	113725000	114000000	1
centromeric	114425000	chr13	114000000	114000000	114425000	1
telomeric	114425000	chr13	115525000	114425000	115525000	0.7893909215927124
centromeric	115675000	chr13	115525000	115525000	115675000	0.7893909215927124
telomeric	115675000	chr13	115900000	115675000	115900000	1
centromeric	116275000	chr13	115900000	115900000	116275000	1
telomeric	116275000	chr13	116900000	116275000	116900000	0.9999991655349731
centromeric	117275000	chr13	116900000	116900000	117275000	0.9999991655349731
telomeric	117275000	chr13	117925000	117275000	117925000	0.9999992847442627
centromeric	118375000	chr13	117925000	117925000	118375000	0.9999992847442627
telomeric	118375000	chr13	118550000	118375000	118550000	0.9999974966049194
centromeric	119475000	chr13	118550000	118550000	119475000	0.9999974966049194
telomeric	119475000	chr13	119575000	119475000	119575000	0.9999963045120239
centromeric	119675000	chr13	119575000	119575000	119675000	0.9999963045120239
telomeric	119675000	chr13	119950000	119675000	119950000	0.9996917247772217
centromeric	120400000	chr13	119950000	119950000	120400000	0.9996917247772217
telomeric	120400000	chr13	121475000	120400000	121475000	1
centromeric	121575000	chr13	121475000	121475000	121575000	1
telomeric	1175001	chr14	975000	975000	1175001	1
centromeric	1375000	chr14	975000	975000	1375000	1
telomeric	1375000	chr14	1675000	1375000	1675000	0.9962038397789001
centromeric	1775000	chr14	1675000	1675000	1775000	0.9962038397789001
telomeric	1775000	chr14	2000000	1775000	2000000	1
centromeric	2225000	chr14	2000000	2000000	2225000	1
telomeric	2225000	chr14	3750000	2225000	3750000	0.9949939846992493
centromeric	4125000	chr14	3750000	3750000	4125000	0.9949939846992493
telomeric	4125000	chr14	4450000	4125000	4450000	0.9783666729927063
centromeric	5275000	chr14	4450000	4450000	5275000	0.9783666729927063
telomeric	5275000	chr14	5450000	5275000	5450000	0.9972559809684753
centromeric	5675000	chr14	5450000	5450000	5675000	0.9972559809684753
telomeric	5675000	chr14	5950000	5675000	5950000	1
centromeric	6275000	chr14	5950000	5950000	6275000	1
telomeric	6275000	chr14	6475000	6275000	6475000	0.9903740882873535
centromeric	6825000	chr14	6475000	6475000	6825000	0.9903740882873535
telomeric	6825000	chr14	6950000	6825000	6950000	0.9999394416809082
centromeric	8225000	chr14	6950000	6950000	8225000	0.9999394416809082
telomeric	8225000	chr14	9000000	8225000	9000000	1
centromeric	9625000	chr14	9000000	9000000	9625000	1
telomeric	9625000	chr14	9925000	9625000	9925000	0.999826967716217
centromeric	10025000	chr14	9925000	9925000	10025000	0.999826967716217
telomeric	10025000	chr14	10700000	10025000	10700000	1
centromeric	11525000	chr14	10700000	10700000	11525000	1
telomeric	11525000	chr14	11900000	11525000	11900000	1
centromeric	12275000	chr14	11900000	11900000	12275000	1
telomeric	12275000	chr14	13100000	12275000	13100000	1
centromeric	13225000	chr14	13100000	13100000	13225000	1
telomeric	13225000	chr14	13400000	13225000	13400000	1
centromeric	13925000	chr14	13400000	13400000	13925000	1
telomeric	13925000	chr14	14300000	13925000	14300000	1
centromeric	14675000	chr14	14300000	14300000	14675000	1
telomeric	14675000	chr14	15200000	14675000	15200000	1
centromeric	16325000	chr14	15200000	15200000	16325000	1
telomeric	16325000	chr14	17200000	16325000	17200000	1
centromeric	17675000	chr14	17200000	17200000	17675000	1
telomeric	17675000	chr14	17850000	17675000	17850000	1
centromeric	18275000	chr14	17850000	17850000	18275000	1
telomeric	18275000	chr14	18750000	18275000	18750000	1
centromeric	20675000	chr14	18750000	18750000	20675000	1
telomeric	20675000	chr14	21150000	20675000	21150000	1
centromeric	21475000	chr14	21150000	21150000	21475000	1
telomeric	21475000	chr14	21575000	21475000	21575000	0.9664624333381653
centromeric	21725000	chr14	21575000	21575000	21725000	0.9664624333381653
telomeric	21725000	chr14	22450000	21725000	22450000	0.999967098236084
centromeric	22675000	chr14	22450000	22450000	22675000	0.999967098236084
telomeric	22675000	chr14	23200000	22675000	23200000	1
centromeric	23375000	chr14	23200000	23200000	23375000	1
telomeric	23375000	chr14	23800000	23375000	23800000	1
centromeric	24825000	chr14	23800000	23800000	24825000	1
telomeric	24825000	chr14	25050000	24825000	25050000	0.9993407130241394
centromeric	25375000	chr14	25050000	25050000	25375000	0.9993407130241394
telomeric	25375000	chr14	25550000	25375000	25550000	1
centromeric	25725000	chr14	25550000	25550000	25725000	1
telomeric	25725000	chr14	25850000	25725000	25850000	0.6392672061920166
centromeric	26025000	chr14	25850000	25850000	26025000	0.6392672061920166
telomeric	26025000	chr14	26800000	26025000	26800000	1
centromeric	27025000	chr14	26800000	26800000	27025000	1
telomeric	27025000	chr14	27900000	27025000	27900000	0.9999216794967651
centromeric	28475000	chr14	27900000	27900000	28475000	0.9999216794967651
telomeric	28475000	chr14	28750000	28475000	28750000	1
centromeric	29125000	chr14	28750000	28750000	29125000	1
telomeric	29125000	chr14	29700000	29125000	29700000	1
centromeric	30625000	chr14	29700000	29700000	30625000	1
telomeric	30625000	chr14	30850000	30625000	30850000	1
centromeric	31175000	chr14	30850000	30850000	31175000	1
telomeric	31175000	chr14	31775000	31175000	31775000	0.9500179290771484
centromeric	31875000	chr14	31775000	31775000	31875000	0.9500179290771484
telomeric	31875000	chr14	32750000	31875000	32750000	0.9999995231628418
centromeric	32975000	chr14	32750000	32750000	32975000	0.9999995231628418
telomeric	32975000	chr14	33125000	32975000	33125000	0.9972913861274719
centromeric	34525000	chr14	33125000	33125000	34525000	0.9972913861274719
telomeric	34525000	chr14	35500000	34525000	35500000	1
centromeric	35625000	chr14	35500000	35500000	35625000	1
telomeric	35625000	chr14	35950000	35625000	35950000	0.8643209338188171
centromeric	37525000	chr14	35950000	35950000	37525000	0.8643209338188171
telomeric	37525000	chr14	37950000	37525000	37950000	1
centromeric	38225000	chr14	37950000	37950000	38225000	1
telomeric	38225000	chr14	38925000	38225000	38925000	0.9768983721733093
centromeric	39425000	chr14	38925000	38925000	39425000	0.9768983721733093
telomeric	39425000	chr14	40000000	39425000	40000000	0.9717097282409668
centromeric	41025000	chr14	40000000	40000000	41025000	0.9717097282409668
telomeric	41025000	chr14	42150000	41025000	42150000	0.6236775517463684
centromeric	42325000	chr14	42150000	42150000	42325000	0.6236775517463684
telomeric	42325000	chr14	42850000	42325000	42850000	0.9072631001472473
centromeric	43975000	chr14	42850000	42850000	43975000	0.9072631001472473
telomeric	43975000	chr14	44275000	43975000	44275000	0.9998881816864014
centromeric	45425000	chr14	44275000	44275000	45425000	0.9998881816864014
telomeric	45425000	chr14	46225000	45425000	46225000	1
centromeric	46875000	chr14	46225000	46225000	46875000	1
telomeric	46875000	chr14	47050000	46875000	47050000	1
centromeric	47375000	chr14	47050000	47050000	47375000	1
telomeric	47375000	chr14	47925000	47375000	47925000	0.9980350136756897
centromeric	48625000	chr14	47925000	47925000	48625000	0.9980350136756897
telomeric	48625000	chr14	48925000	48625000	48925000	0.9498202204704285
centromeric	49025000	chr14	48925000	48925000	49025000	0.9498202204704285
telomeric	49025000	chr14	50200000	49025000	50200000	1
centromeric	50975000	chr14	50200000	50200000	50975000	1
telomeric	50975000	chr14	51400000	50975000	51400000	1
centromeric	52125000	chr14	51400000	51400000	52125000	1
